energy,accept,accept4,access,alarm,arch_prctl,bind,brk,clock_gettime,clock_nanosleep,clone,close,connect,execve,fcntl,flock,fsync,ftruncate,futex,getcwd,getdents64,geteuid,getpeername,getpid,getppid,getrandom,getrusage,getsockname,getsockopt,gettimeofday,getuid,ioctl,kill,listen,lseek,madvise,mkdir,mlock,mmap,mprotect,msync,munmap,newfstatat,openat,perf_event_open,pipe2,prctl,pread64,preadv,preadv2,prlimit64,pselect6,pwritev,pwritev2,read,readv,recvfrom,rmdir,rseq,rt_sigaction,rt_sigprocmask,sched_getaffinity,sendto,set_robust_list,set_tid_address,setpgid,setsockopt,shutdown,sigaltstack,socket,statfs,sysinfo,times,truncate,umask,uname,unlink,wait4,write,writev
46.95,0,0,72,4,4,0,16,3,1,4,539,3,8,3,6,9259,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9261,0,1,1,258,78,0,12,182,693,14,2,12,0,0,0,37,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9380,0
47.34,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9497,0,1,1,76,4,0,12,3,3,2,0,0,7,3,19,1,0,9499,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9619,0
47.12,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9455,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9457,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9577,0
47.18,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9185,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9187,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9300,0
47.31,0,0,72,4,4,0,16,3,1,4,538,3,8,3,6,9078,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9080,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9195,0
47.22,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9503,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9505,0,1,1,258,78,0,11,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9625,0
47.39,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9758,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9760,0,1,1,257,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9871,0
47.51,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9915,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9917,0,1,1,257,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,10025,0
46.99,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9284,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9286,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9406,0
47.24,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9370,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9372,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9492,0
47.42,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9496,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9498,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9616,0
47.36,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9316,3,1,1,76,4,0,11,3,3,2,0,0,7,3,20,1,0,9318,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9435,0
47.25,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9103,0,1,1,76,3,0,12,3,3,2,0,0,7,3,20,1,0,9105,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9224,0
42.95,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,2042,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,2044,0,1,1,257,78,0,12,182,695,14,2,12,0,0,0,38,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,2164,0
40.83,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,1657,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,1659,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,1779,0
40.63,0,0,72,4,4,0,16,3,1,4,539,3,8,3,6,2880,3,1,1,75,4,0,12,3,3,2,0,0,7,3,20,1,0,2882,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,3002,0
47.92,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,16054,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,16056,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,16176,0
48.54,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,15959,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,15961,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,577,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,16081,0
48.52,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,15967,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,15969,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,578,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,16089,0
48.12,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,13562,0,1,1,76,4,0,12,3,3,2,0,0,7,3,19,1,0,13563,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,13683,0
